latitude;longitude;alfa
50.298936;18.8473537;0.54
50.298936;18.8473537;0.02
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.71
50.298936;18.8473537;0.00
50.298936;18.8473537;0.03
50.298936;18.8473537;0.01
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.16
50.298936;18.8473537;0.00
50.298936;18.8473537;0.01
50.298936;18.8473537;0.01
50.298936;18.8473537;0.04
50.298936;18.8473537;0.00
50.298936;18.8473537;0.01
50.298936;18.8473537;0.07
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.09
50.298936;18.8473537;0.06
50.298936;18.8473537;0.06
50.298936;18.8473537;0.01
50.298936;18.8473537;0.50
50.298936;18.8473537;0.01
50.298936;18.8473537;0.00
50.298936;18.8473537;0.01
50.298936;18.8473537;0.00
50.298936;18.8473537;0.07
50.298936;18.8473537;0.18
50.298936;18.8473537;0.00
50.298936;18.8473537;0.70
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.53
50.298936;18.8473537;0.15
50.298936;18.8473537;0.01
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.18
50.298936;18.8473537;0.00
50.298936;18.8473537;0.04
50.298936;18.8473537;0.04
50.298936;18.8473537;0.02
50.298936;18.8473537;0.00
50.298936;18.8473537;0.64
50.298936;18.8473537;0.17
50.298936;18.8473537;0.00
50.298936;18.8473537;0.01
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.01
50.298936;18.8473537;0.00
50.298936;18.8473537;0.34
50.298936;18.8473537;0.06
50.298936;18.8473537;0.14
50.298936;18.8473537;0.03
50.298936;18.8473537;0.06
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.00
50.298936;18.8473537;0.24
50.298936;18.8473537;0.04
50.298936;18.8473537;0.17
50.298936;18.8473537;0.11
50.298936;18.8473537;0.10
50.298936;18.8473537;0.06
50.298936;18.8473537;0.00
50.298936;18.8473537;0.09
50.298936;18.8473537;0.08
50.298936;18.8473537;0.00
50.298936;18.8473537;2.41
50.298936;18.8473537;0.51
50.298936;18.8473537;0.98
50.298936;18.8473537;2.02
50.2989409;18.8471176;0.04
50.2989409;18.8471176;0.42
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.03
50.2989409;18.8471176;0.01
50.2989409;18.8471176;0.01
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.48
50.2989409;18.8471176;0.25
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.03
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.01
50.2989409;18.8471176;0.23
50.2989409;18.8471176;0.05
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.14
50.2989409;18.8471176;0.23
50.2989409;18.8471176;0.66
50.2989409;18.8471176;3.52
50.2989409;18.8471176;0.12
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.56
50.2989409;18.8471176;0.08
50.2989409;18.8471176;0.01
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.27
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.02
50.2989409;18.8471176;1.30
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.10
50.2989409;18.8471176;0.02
50.2989409;18.8471176;1.92
50.2989409;18.8471176;2.62
50.2989409;18.8471176;0.04
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.32
50.2989409;18.8471176;0.11
50.2989409;18.8471176;0.11
50.2989409;18.8471176;0.00
50.2989409;18.8471176;1.29
50.2989409;18.8471176;5.41
50.2989409;18.8471176;0.11
50.2989409;18.8471176;0.03
50.2989409;18.8471176;0.29
50.2989409;18.8471176;0.48
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.43
50.2989409;18.8471176;0.18
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.09
50.2989409;18.8471176;0.09
50.2989409;18.8471176;0.09
50.2989409;18.8471176;0.07
50.2989409;18.8471176;0.23
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.13
50.2989409;18.8471176;0.13
50.2989409;18.8471176;0.12
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.14
50.2989409;18.8471176;0.07
50.2989409;18.8471176;0.10
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.24
50.2989409;18.8471176;0.62
50.2989409;18.8471176;0.28
50.2989409;18.8471176;0.63
50.2989409;18.8471176;0.05
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.09
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.06
50.2989409;18.8471176;0.70
50.2989409;18.8471176;0.70
50.2989409;18.8471176;0.04
50.2989409;18.8471176;0.10
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.03
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.01
50.2989409;18.8471176;0.01
50.2989409;18.8471176;0.06
50.2989409;18.8471176;0.06
50.2989409;18.8471176;0.01
50.2989409;18.8471176;0.51
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.02
50.2989409;18.8471176;0.14
50.2989409;18.8471176;0.00
50.2989409;18.8471176;0.07
50.2989409;18.8468727;0.21
50.2989409;18.8468727;0.64
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.12
50.2989409;18.8468727;0.12
50.2989409;18.8468727;0.03
50.2989409;18.8468727;0.31
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.03
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.11
50.2989409;18.8468727;0.07
50.2989409;18.8468727;1.89
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.50
50.2989409;18.8468727;0.02
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.03
50.2989409;18.8468727;0.19
50.2989409;18.8468727;0.08
50.2989409;18.8468727;0.11
50.2989409;18.8468727;0.48
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.00
50.2989409;18.8468727;1.04
50.2989409;18.8468727;1.04
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.57
50.2989409;18.8468727;0.47
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.02
50.2989409;18.8468727;0.07
50.2989409;18.8468727;0.17
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.51
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.15
50.2989409;18.8468727;0.12
50.2989409;18.8468727;0.17
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.04
50.2989409;18.8468727;0.01
50.2989409;18.8468727;1.29
50.2989409;18.8468727;0.03
50.2989409;18.8468727;0.03
50.2989409;18.8468727;0.18
50.2989409;18.8468727;0.13
50.2989409;18.8468727;0.04
50.2989409;18.8468727;0.05
50.2989409;18.8468727;0.04
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.22
50.2989409;18.8468727;0.02
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.26
50.2989409;18.8468727;0.02
50.2989409;18.8468727;0.09
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.61
50.2989409;18.8468727;0.34
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.39
50.2989409;18.8468727;0.23
50.2989409;18.8468727;0.23
50.2989409;18.8468727;0.11
50.2989409;18.8468727;0.16
50.2989409;18.8468727;0.63
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.21
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.18
50.2989409;18.8468727;0.16
50.2989409;18.8468727;0.16
50.2989409;18.8468727;0.11
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.51
50.2989409;18.8468727;0.07
50.2989409;18.8468727;0.90
50.2989409;18.8468727;0.93
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.04
50.2989409;18.8468727;0.02
50.2989409;18.8468727;0.18
50.2989409;18.8468727;0.18
50.2989409;18.8468727;0.29
50.2989409;18.8468727;0.05
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.24
50.2989409;18.8468727;0.88
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.05
50.2989409;18.8468727;0.64
50.2989409;18.8468727;0.00
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.22
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.01
50.2989409;18.8468727;0.08
50.2989409;18.8468727;0.00
50.2989386;18.8466154;0.04
50.2989386;18.8466154;0.48
50.2989386;18.8466154;0.13
50.2989386;18.8466154;0.18
50.2989386;18.8466154;0.18
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.27
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.08
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.27
50.2989386;18.8466154;0.03
50.2989386;18.8466154;0.31
50.2989386;18.8466154;0.10
50.2989386;18.8466154;0.46
50.2989386;18.8466154;0.27
50.2989386;18.8466154;0.22
50.2989386;18.8466154;0.00
50.2989386;18.8466154;5.85
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.69
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.18
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.13
50.2989386;18.8466154;0.01
50.2989386;18.8466154;2.00
50.2989386;18.8466154;0.00
50.2989386;18.8466154;1.12
50.2989386;18.8466154;0.33
50.2989386;18.8466154;0.04
50.2989386;18.8466154;0.09
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.07
50.2989386;18.8466154;0.07
50.2989386;18.8466154;0.72
50.2989386;18.8466154;0.93
50.2989386;18.8466154;0.10
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.13
50.2989386;18.8466154;0.13
50.2989386;18.8466154;0.40
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.06
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.65
50.2989386;18.8466154;0.38
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.20
50.2989386;18.8466154;0.44
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.07
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.13
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.16
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.06
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.03
50.2989386;18.8466154;0.47
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.79
50.2989386;18.8466154;0.38
50.2989386;18.8466154;0.78
50.2989386;18.8466154;0.79
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.04
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.05
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.69
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.27
50.2989386;18.8466154;0.10
50.2989386;18.8466154;0.00
50.2989386;18.8466154;1.08
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.07
50.2989386;18.8466154;0.04
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.17
50.2989386;18.8466154;0.90
50.2989386;18.8466154;0.00
50.2989386;18.8466154;2.72
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.55
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.03
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.10
50.2989386;18.8466154;0.07
50.2989386;18.8466154;0.00
50.2989386;18.8466154;1.36
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.03
50.2989386;18.8466154;0.04
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.06
50.2989386;18.8466154;0.54
50.2989386;18.8466154;0.95
50.2989386;18.8466154;3.54
50.2989386;18.8466154;0.06
50.2989386;18.8466154;0.05
50.2989386;18.8466154;0.66
50.2989386;18.8466154;0.19
50.2989386;18.8466154;0.01
50.2989386;18.8466154;0.22
50.2989386;18.8466154;0.22
50.2989386;18.8466154;0.14
50.2989386;18.8466154;1.39
50.2989386;18.8466154;3.01
50.2989386;18.8466154;0.11
50.2989386;18.8466154;0.02
50.2989386;18.8466154;1.00
50.2989386;18.8466154;0.10
50.2989386;18.8466154;0.00
50.2989386;18.8466154;0.02
50.2989386;18.8466154;0.26
50.2989359;18.8463494;0.02
50.2989359;18.8463494;1.23
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.05
50.2989359;18.8463494;0.44
50.2989359;18.8463494;0.44
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.56
50.2989359;18.8463494;0.65
50.2989359;18.8463494;0.33
50.2989359;18.8463494;0.33
50.2989359;18.8463494;0.10
50.2989359;18.8463494;0.05
50.2989359;18.8463494;0.15
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.13
50.2989359;18.8463494;0.04
50.2989359;18.8463494;0.10
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.04
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.12
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.67
50.2989359;18.8463494;0.17
50.2989359;18.8463494;0.74
50.2989359;18.8463494;0.14
50.2989359;18.8463494;0.28
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.16
50.2989359;18.8463494;0.16
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.02
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.05
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.03
50.2989359;18.8463494;0.08
50.2989359;18.8463494;0.03
50.2989359;18.8463494;0.79
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.06
50.2989359;18.8463494;0.49
50.2989359;18.8463494;0.02
50.2989359;18.8463494;0.02
50.2989359;18.8463494;0.00
50.2989359;18.8463494;2.07
50.2989359;18.8463494;0.05
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.01
50.2989359;18.8463494;0.24
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.00
50.2989359;18.8463494;0.00
